"","extractors_first_name","extractors_last_name","preprint_id","preprint_doi","preprint_title","submitting_author","submitting_author_country","submitting_author_first_publication_year","type_of_preprint","taxa_being_studied","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","data_link_article","code_link_article","publisher_doi","preprint_published_date","current_version","total_authors","time_between_preprint_and_pub_days","postprint","plants","algi","fungi","microorganisms","invertebrates","vertebrates","data_link_preprint_cleaned","code_link_preprint_cleaned","data_link_article_cleaned","code_link_article_cleaned"
"558","ineta","kačergytė",3680,"https://doi.org/10.32942/osf.io/rhys3","sampling strategy matters to accurately estimate response curves’ parameters in species distribution models","manuele bazzichetto","spain",2016,"research article","plants","https://github.com/manuelebazzichetto/samplingrespcurves","https://github.com/manuelebazzichetto/samplingrespcurves",NA,"no","https://doi.org/10.1111/geb.13725","global ecology and biogeography","2023-07-07","yes",0,"https://github.com/manuelebazzichetto/samplingrespcurves","https://github.com/manuelebazzichetto/samplingrespcurves","https://doi.org/10.1111/geb.13725",2022-08-27,7,8,314,"preprint",1,0,0,0,0,0,"yes","yes","yes","yes"
"559","ineta","kačergytė",3678,"https://doi.org/10.32942/osf.io/cx4gf","towards a new stable state: equitably assessing trainee writing productivity post-covid-19","freya rowland","united states of america",2017,"research article","vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,"null",NA,NA,2022-08-30,1,6,NA,"preprint",0,0,0,0,0,1,"no","no","no","not applicable"
"560","ineta","kačergytė",3679,"https://doi.org/10.32942/osf.io/83a7x","decoupled responses of biodiversity facets driven from anuran vulnerability to climate and land use changes","karoline ceron","brazil",2016,"research article","vertebrates","www.gbif.org and https://specieslink.net/","none",0,"no","https://doi.org/10.1111/ele.14207","ecology letters","2023-03-26","no",0,"https://doi.org/10.5281/zenodo.7314017","https://doi.org/10.5281/zenodo.7314017","https://doi.org/10.1111/ele.14207",2022-08-30,2,4,208,"preprint",0,0,0,0,0,1,"no","no","yes","yes"
"561","ineta","kačergytė",3674,"https://doi.org/10.32942/osf.io/wtz9e","beyond kuhnian paradigms: normal science and theory dependence in ecology","craig a. layman","united states of america",2000,"reviews and meta-analyses","ecology science practice",NA,NA,0,"no","https://doi.org/10.1002/ece3.10255","ecology and evolution","2023-07-04","no",0,NA,NA,"https://doi.org/10.1002/ece3.10255",2022-09-01,3,2,306,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"562","ineta","kačergytė",3675,"https://doi.org/10.32942/osf.io/3p6h5","maintenance and expansion of genetic and trait variation following  domestication in a clonal crop","oliver white","united kingdom",2016,"research article","plants","none","https://github.com/o-william-white/enset_tgbs",0,"no","https://doi.org/10.1111/mec.17033","molecular ecology","2023-06-02","no",0,"https://doi.org/10.5061/dryad.3ffbg79ph","none","https://doi.org/10.1111/mec.17033",2022-09-01,1,10,274,"preprint",1,0,0,0,0,0,"no","yes","yes","no"
"563","ineta","kačergytė",3676,"https://doi.org/10.32942/osf.io/ckspq","randomization analyses in niche and distribution modeling","dan l. warren","japan",1999,"reviews and meta-analyses","statistics",NA,NA,0,"no",NA,NA,NA,NA,NA,"null",NA,NA,2022-09-01,1,3,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","no","not applicable"
"564","ineta","kačergytė",3677,"https://doi.org/10.32942/osf.io/m8nbu","unraveling the environment-phenotype-genotype nexus: examples, lessons and prospects from bird plumage colors","rafael s marcondes","united states of america",2012,"reviews and meta-analyses","vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,"null",NA,NA,2022-09-01,1,1,NA,"preprint",0,0,0,0,0,1,"not applicable","not applicable","no","not applicable"
"565","ineta","kačergytė",3673,"https://doi.org/10.32942/osf.io/hycjw","the role of hybrid seed inviability in angiosperm speciation","jenn coughlan","united states of america",2014,"reviews and meta-analyses","plants",NA,NA,0,"no","https://doi.org/10.1002/ajb2.16135","american journal of botany","2023-02-21","no",5,NA,NA,"https://doi.org/10.1002/ajb2.16135",2022-09-03,2,1,171,"preprint",1,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"566","ineta","kačergytė",3670,"https://doi.org/10.32942/osf.io/sjxd8","spatialboundaries.jl: edge detection using spatial wombling","tanya strydom","canada",2020,"methods papers","r package",NA,NA,0,"no","https://doi.org/10.1111/ecog.06609","ecography","2023-03-22","no",0,"null",NA,"https://doi.org/10.1111/ecog.06609",2022-09-07,1,2,196,"preprint",0,0,0,0,0,0,"not applicable","not applicable","no","not applicable"
"567","ineta","kačergytė",3671,"https://doi.org/10.32942/osf.io/6vjd9","heterostyly on japanese islands","kenta watanabe","japan",NA,"reviews and meta-analyses","plants",NA,NA,NA,"no",NA,NA,NA,NA,NA,"null",NA,NA,2022-09-07,2,1,NA,"preprint",1,0,0,0,0,0,"not applicable","not applicable","no","not applicable"
"568","ineta","kačergytė",3672,"https://doi.org/10.32942/osf.io/qcxup","does symmetry preclude the evolution of senescence? a comment on pen &amp; flatt 2021","charlotte de vries","switzerland",2019,"comment","microorganisms, simulated data","https://figshare.com/articles/dataset/simulation_data_and_code/19232535","https://github.com/lotte-biology/pf-symmetry-senescence",0,"no","https://doi.org/10.1098/rspb.2022.1101","proceedings of the royal society b: biological sciences","2023-01-25","no",0,"https://figshare.com/articles/dataset/simulation_data_and_code/19232535","https://github.com/lotte-biology/pf-symmetry-senescence","https://doi.org/10.1098/rspb.2022.1101",2022-09-07,1,3,140,"preprint",0,0,0,1,0,0,"no","yes","no","yes"
"569","ineta","kačergytė",3667,"https://doi.org/10.32942/osf.io/r3ysc","realising the potential of real-time online monitoring for conservation culturomics","robin freeman","united kingdom",NA,"methods papers","real-time monitoring for features such as biodiversity change or ecosystem service provision","https://joemillard.shinyapps.io/real_time_sai/","none",0,"no","https://doi.org/10.1111/cobi.14096","conservation biology","2023-04-12","yes",1,"https://joemillard.shinyapps.io/real_time_sai/","none",NA,2022-09-09,2,5,215,"preprint",0,0,0,0,0,0,"no","no","no","no"
"570","ineta","kačergytė",3668,"https://doi.org/10.32942/osf.io/9mc7z","scientific maps should reach everyone: a straightforward approach to let colour blind people visualise spatial patterns","duccio rocchini","italy",2001,"methods papers","vertebrates","https://github.com/ducciorocchini/cblindplot","https://github.com/144ducciorocchini/cblindplot",0,"no","https://doi.org/10.1016/j.ecoinf.2023.102045","ecological informatics","2023-03-03","yes",0,"https://github.com/ducciorocchini/cblindplot","https://github.com/ducciorocchini/cblindplot",NA,2022-09-09,1,10,175,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"571","ineta","kačergytė",3669,"https://doi.org/10.32942/osf.io/h2upw","metamicrobiome-driven homeostasis of nutrient recycling","inger de jonge","netherlands",2016,"reviews and meta-analyses","microorganisms",NA,NA,0,"no","https://doi.org/10.1016/j.tree.2022.10.003","trends in ecology and evolution","2022-10-31","yes",2,NA,NA,NA,2022-09-09,1,5,52,"preprint",0,0,0,1,0,0,"not applicable","not applicable","not applicable","not applicable"
"572","ineta","kačergytė",3666,"https://doi.org/10.32942/osf.io/e5umr","demystifying the graduate school application process","cesar omar estien","united states of america",2021,"reviews and meta-analyses","humans",NA,NA,NA,"no","https://doi.org/10.1002/bes2.2029","the bulletin of the ecological society of america","2022-09-30","no",1,NA,NA,"https://doi.org/10.1002/bes2.2029",2022-09-10,3,5,20,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"573","ineta","kačergytė",3661,"https://doi.org/10.32942/osf.io/w6vc8","spillover of human antivirals may promote resistant pathogens in animal reservoirs","barbara han","united states of america",2001,"research article","microorganisms, invertebrates, vertebrates","none","none",0,"no","https://doi.org/10.1021/acs.estlett.3c00201","environmental science & technology letters","2023-04-05","yes",1,"https://pubs.acs.org/doi/suppl/10.1021/acs.estlett.3c00201/suppl_file/ez3c00201_si_001.pdf","none",NA,2022-09-12,1,3,205,"preprint",0,0,0,1,1,1,"no","no","yes","no"
"574","ineta","kačergytė",3662,"https://doi.org/10.32942/osf.io/c9p2e","the evolution of eusociality: kin selection theory, division of labour models, and evo-devo explanations","jan kreider","netherlands",2021,"reviews and meta-analyses","invertebrates, vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,2022-09-12,1,2,NA,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"575","ineta","kačergytė",3663,"https://doi.org/10.32942/osf.io/hdw2y","foraging efficiency and the importance of knowledge in pemba, tanzania: implications for childhood evolution.","ilaria pretelli",NA,2019,"research article","vertebrates","none","https://github.com/lalla-ilaria/childrenforagingreturns",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,2022-09-12,2,4,NA,"preprint",0,0,0,0,0,1,"no","yes","not applicable","not applicable"
"576","ineta","kačergytė",3664,"https://doi.org/10.32942/osf.io/kp6g4","how much biodiversity is concealed in the word “biodiversity”?","stefano mammola","italy",2014,"other","term biodiversity","none","none",NA,"no","https://doi.org/10.1016/j.cub.2022.12.003","current biology","2023-01-23","no",6,"10.6084/m9.figshare.21027043","https://github.com/stefanomammola/analysis_mammola_et_al_biodiversity_misuse.git","https://doi.org/10.1016/j.cub.2022.12.003",2022-09-12,3,10,133,"preprint",0,0,0,0,0,0,"no","no","yes","yes"
"577","ineta","kačergytė",3665,"https://doi.org/10.32942/osf.io/97nv6","publication bias impacts on effect size, statistical power, and magnitude (type m) and sign (type s) errors in ecology and evolutionary biology","yefeng yang","australia",2014,"reviews and meta-analyses","publishing bias","https://github.com/yefeng0920/ecoevo_pb","https://github.com/yefeng0920/ecoevo_pb",NA,"no","https://doi.org/10.1186/s12915-022-01485-y","bmc biology","2023-04-03","no",11,"https://doi.org/10.5281/zenodo.7762126","https://github.com/yefeng0920/ecoevo_pb","https://doi.org/10.1186/s12915-022-01485-y",2022-09-12,1,9,203,"preprint",0,0,0,0,0,0,"yes","yes","yes","yes"
"578","ineta","kačergytė",3659,"https://doi.org/10.32942/osf.io/zcv2r","when and how does photoinhibition matter for plant fitness?","shan kothari","canada",2018,"reviews and meta-analyses","plants",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,2022-09-13,7,1,NA,"preprint",1,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"579","ineta","kačergytė",3660,"https://doi.org/10.32942/osf.io/38m4d","effects of distinct data processing in the phylogenetic signature of foliar spectra of regenerating plants in neotropical forest gaps","ecio souza diniz","brazil",2010,"research article","plants","none","none",0,"no","https://doi.org/10.1007/s42974-023-00146-6","community ecology","2023-05-02","yes",0,"none","none",NA,2022-09-13,2,4,231,"preprint",1,0,0,0,0,0,"no","no","no","no"
"580","ineta","kačergytė",3658,"https://doi.org/10.32942/osf.io/d49gt","socio-ecological factors shape the distribution of a cultural keystone species in malaysian borneo","david j kurz","united states of america",2011,"research article","vertebrates","none","none",NA,"no","https://doi.org/10.1038/s44185-022-00008-w","npj biodiversity","2023-02-23","yes",2,"https://doi.org/10.5067/modis/mod44b.006","none","https://doi.org/10.1038/s44185-022-00008-w",2022-09-15,3,25,161,"preprint",0,0,0,0,0,1,"no","no","yes","no"
"581","georg","küstner",3764,"https://doi.org/10.32942/osf.io/uqyt8","brain morphology correlates of learning and cognitive flexibility in a fish species (poecilia reticulata)","zegni triki","sweden",2016,"research article","vertebrates","https://doi.org/10.6084/m9.figshare.14406320","https://doi.org/10.6084/m9.figshare.14406320",0,"no","https://doi.org/10.1098/rspb.2022.0844","proceedings of the royal society b: biological sciences","2022-07-13","no",8,"https://doi.org/10.6084/m9.figshare.14406320","https://doi.org/10.6084/m9.figshare.14406320","https://doi.org/10.1098/rspb.2022.0844",2022-05-02,2,5,72,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"582","georg","küstner",3762,"https://doi.org/10.32942/osf.io/cyeb7","synchrony in adult survival is remarkably strong among common temperate songbirds across france","manon ghislain","france",2018,"research article","vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,2022-05-03,3,6,NA,"preprint",0,0,0,0,0,1,"no","no","not applicable","not applicable"
"583","georg","küstner",3763,"https://doi.org/10.32942/osf.io/fhkev","community-sourced sightings of atypical birds can be used to understand the evolution of plumage color and pattern","stepfanie m aguillon","united states of america",2015,"opinion","vertebrates",NA,NA,0,"no","https://doi.org/10.1093/ornithology/ukad029","ornithology","2023-06-16","no",2,NA,NA,"https://doi.org/10.1093/ornithology/ukad029",2022-05-03,3,2,409,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"584","georg","küstner",3760,"https://doi.org/10.32942/osf.io/rsbax","fine-scale spatial distribution of biodiversity citizen science in a natural area depends on area accessibility and differs from other recreational area use","caitlin mandeville","norway",2018,"research article","plants, fungi, invertebrates, vertebrates, all biodiversity data available from gbif except bacteria and freshwater - obligate species, such as fish and aquatic invertebrates","https://doi.org/10.15468/dl.pd3tce","10.17605/osf.io/bgf3d",0,"no","https://doi.org/10.1002/2688-8319.12185","ecological solutions and evidence","2022-10-22","yes",2,"https://doi.org/10.15468/dl.pd3tce","https://doi.org/10.17605/osf.io/bgf3",NA,2022-05-05,2,3,170,"preprint",1,0,1,0,1,1,"yes","yes","yes","yes"
"585","georg","küstner",3761,"https://doi.org/10.32942/osf.io/rysp9","macroecological processes drive spiritual ecosystem services obtained from giant trees","ryosuke nakadai","japan",2014,"research article","plants","none","none",0,"no","https://doi.org/10.1038/s41477-022-01337-1","nature plants","2023-02-13","no",1,"https://doi.org/10.6084/m9.figshare.21200563","https://doi.org/10.6084/m9.figshare.21200563","https://doi.org/10.1038/s41477-022-01337-1",2022-05-07,3,1,282,"preprint",1,0,0,0,0,0,"no","no","yes","yes"
"586","georg","küstner",3759,"https://doi.org/10.32942/osf.io/u6exy","notes from the past show how local variability can stymie urchins and the rise of the reds in the gulf of maine","jarrett edward kaplan byrnes","united states of america",2003,"research article","algi, urchins","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,2022-05-10,3,10,NA,"preprint",0,1,0,0,0,0,"no","no","not applicable","not applicable"
"587","georg","küstner",3758,"https://doi.org/10.32942/osf.io/vbw6k","animating the carbon cycle through trophic rewilding could provide highly effective natural climate solutions","oswald j. schmitz","united states of america",1993,"opinion","vertebrates",NA,NA,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,2022-05-11,1,10,NA,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"588","georg","küstner",3757,"https://doi.org/10.32942/osf.io/fh3xv","warmer springs lead to earlier and higher peaks of arboreal caterpillars","kirsty helen macphie","united kingdom",2019,"research article","invertebrates","none","none",0,"no","https://doi.org/10.1111/1365-2435.14436","functional ecology","2023-10-12","yes",0,"https://doi.org/10.5281/zenodo.8335050","https://doi.org/10.5281/zenodo.8335050",NA,2022-05-14,2,5,516,"preprint",0,0,0,0,1,1,"no","no","yes","yes"
"589","georg","küstner",3756,"https://doi.org/10.32942/osf.io/5qrgv","a systematic map of research exploring the ecological modifiers and consequences of bark damaging behaviour in squirrel species","alexandra ash","united kingdom",2022,"reviews and meta-analyses","vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,2022-05-17,2,7,NA,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
