"","...1","assigned_to","nr","extractors_first_name","extractors_last_name","preprint_id","preprint_doi.x","preprint_title.x","submitting_author.x","submitting_author_country","submitting_author_first_publication_year","taxa_being_studied","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","current_version.x","data_link_article","code_link_article","publisher_doi.x","preprint_published_date","total_authors.x","time_between_preprint_and_pub_days","postprint","plants","algi","fungi","microorganisms","invertebrates","vertebrates","type_of_preprint","data_link_preprint_cleaned","code_link_preprint_cleaned","data_link_article_cleaned","code_link_article_cleaned","check_completed","check_comment","doi.1","journal_name","is_oa","oa_status","preprint_title.y","preprint_doi.y","publisher_doi.y","reuse_licence","submitted_date","accepted_date","published_date","update_date","current_version.y","version_date","submitting_author.y","authors_list","total_authors.y"
"680",680,"michael bertram",680,"april robin","martinig",4470,"https://doi.org/10.32942/osf.io/2cqws","moving on from the insect apocalypse narrative: engaging with evidence-based insect conservation","manu e. saunders","australia",2010,"invertebrates","https://osf.io/xa69g",NA,0,"no","https://doi.org/10.1093/biosci/biz143","bioscience",2019-12-18,"yes",125,2,"https://oup.silverchair-cdn.com/oup/backfile/content_public/journal/bioscience/70/1/10.1093_biosci_biz143/1/biz143_supplemental_file.pdf?expires=1700680128&signature=qhpuxvbpu0d7vmimwzgaofb7ktkbeswvxgapwuwtvaqthwkoyvmiw2hjdntk7vxegsp23gfud-fv3s6oxw9kztdtjunvlkxqvgb37zxsffte2ffb3gbzri2zmywo~bi9icwlj7mkeizbbd5z5yfltgjootaulgtcdlnubkovi7fvkgtsad81kiwu6chbmxrsg6umxqe40h7opznu-tnsyuelwq9xok-bswiow~ek9y5qbgymrigd5ixk5-vjeuztvbmstrha46~0cdmbj0fvupbnfes8t7dhb3nz9yitc8grm0xrgic0gwtxicjg~j93m1hnfvjesrnj~olbh8xvdg__&key-pair-id=apkaie5g5crdk6rd3pga",NA,"https://doi.org/10.1093/biosci/biz143",2019-07-16,3,155,"preprint",0,0,0,0,1,1,"reviews and meta-analyses","no","no","no","no","yes",NA,"10.1093/biosci/biz143","BioScience",TRUE,"bronze","Moving on from the insect apocalypse narrative: engaging with evidence-based insect conservation","https://doi.org/10.32942/osf.io/2cqws","https://doi.org/10.1093/biosci/biz143","CC BY-SA 4.0",2019-07-16,2019-07-16,2019-07-16,2019-12-13,2,2019-12-13,"Manu E. Saunders","Manu E. Saunders, Jasmine K Janes, James C O'Hanlon",3
"681",681,"michael bertram",681,"april robin","martinig",4465,"https://doi.org/10.32942/osf.io/cu4jh","experimentally altered rainfall regimes and host root traits affect grassland arbuscular mycorrhizal fungal communities","jeff r powell","australia",2003,"fungi","https://bitbucket.org/coline_dev/roottraits_amf/src/master/","https://bitbucket.org/coline_dev/roottraits_amf/src/master/",0,"no","https://doi.org/10.1111/mec.14536","molecular ecology",2018-02-14,"no",65,1,"https://onlinelibrary.wiley.com/doi/10.1111/mec.14536","none","https://doi.org/10.1111/mec.14536",2019-07-29,5,-530,"postprint",0,0,1,0,0,0,"research article","yes","yes","yes","yes","yes",NA,"10.1111/mec.14536","Molecular Ecology",TRUE,"green","Experimentally altered rainfall regimes and host root traits affect grassland arbuscular mycorrhizal fungal communities","https://doi.org/10.32942/osf.io/cu4jh","https://doi.org/10.1111/mec.14536","CC BY-SA 4.0",2019-07-29,2019-07-29,2019-07-29,2020-08-04,1,2019-07-29,"Jeff R Powell","Coline Deveautour, Suzanne Donn, Sally Power, Kirk Barnett, Jeff R Powell",5
"682",682,"michael bertram",682,"april robin","martinig",4466,"https://doi.org/10.32942/osf.io/t82ug","temporal dynamics of mycorrhizal fungal communities and co-associations with grassland plant communities following experimental manipulation of rainfall","jeff r powell","australia",2003,"plants, fungi","https://bitbucket.org/coline_dev/coassociations_amfplants","https://bitbucket.org/coline_dev/coassociations_amfplants",0,"no","https://doi.org/10.1111/1365-2745.13267","journal of ecology",2019-08-07,"no",41,1,"https://bitbucket.org/coline_dev/coassociations_amfplants","https://bitbucket.org/coline_dev/coassociations_amfplants","https://doi.org/10.1111/1365-2745.13267",2019-07-29,7,9,"preprint",1,0,1,0,0,0,"research article","yes","no","yes","yes","yes",NA,"10.1111/1365-2745.13267","Journal of Ecology",TRUE,"bronze","Temporal dynamics of mycorrhizal fungal communities and co-associations with grassland plant communities following experimental manipulation of rainfall","https://doi.org/10.32942/osf.io/t82ug","https://doi.org/10.1111/1365-2745.13267","CC BY-SA 4.0",2019-07-29,2019-07-29,2019-07-29,2020-08-04,1,2019-07-29,"Jeff R Powell","Coline Deveautour, Sally Power, Raul Ochoa-Hueso, Suzanne Donn, Kirk Barnett, Jeff R Powell",7
"683",683,"michael bertram",683,"april robin","martinig",4467,"https://doi.org/10.32942/osf.io/6a85f","the hierarchy-of-hypotheses approach: a synthesis method for enhancing theory development in ecology and evolution","tina heger","germany",2000,NA,NA,NA,0,"no","https://doi.org/10.1093/biosci/biaa130","bioscience",2020-12-02,"no",21,1,NA,NA,"https://doi.org/10.1093/biosci/biaa130",2019-07-29,10,492,"preprint",0,0,0,0,0,0,"methods papers","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1093/biosci/biaa130","BioScience",TRUE,"hybrid","The hierarchy-of-hypotheses approach: A synthesis method for enhancing theory development in ecology and evolution","https://doi.org/10.32942/osf.io/6a85f","https://doi.org/10.1093/biosci/biaa130","CC BY-SA 4.0",2019-07-29,2019-07-29,2019-07-29,2021-06-19,1,2019-07-29,"Tina Heger","Tina Heger, Carlos Aguilar, Isabelle Bartram, Raul Rennó Braga, Gregory P. Dietl, Martin Enders, David J. Gibson, Lorena Gómez-Aparicio, Pierre Gras, Kurt Jax",10
"684",684,"michael bertram",684,"april robin","martinig",4464,"https://doi.org/10.32942/osf.io/dpef4","mapping the dynamics of research networks in ecology and evolution using co-citation analysis (1975–2015)","denis reale","canada",1994,NA,"none","none",1,"no","https://doi.org/10.1007/s11192-019-03340-4","scientometrics",2020-01-17,"yes",14,1,"none","none",NA,2019-08-02,4,168,"preprint",0,0,0,0,0,0,"reviews and meta-analyses","no","no","no","no","yes",NA,NA,NA,NA,NA,"Mapping the dynamics of research networks in ecology and evolution using co-citation analysis (1975–2015)","https://doi.org/10.32942/osf.io/dpef4",NA,"CC BY-SA 4.0",2019-07-31,2019-08-02,2019-08-02,2019-08-02,1,2019-07-31,"Denis REALE","Denis REALE,  KHELFAOUI, Pierre-Olivier Montiglio, YVES GINGRAS",4
"685",685,"michael bertram",685,"april robin","martinig",4460,"https://doi.org/10.32942/osf.io/v5d6m","yeast lines selected for non-quiescence show increased protein content","dominika wloch-salamon","poland",2001,"microorganisms","none","none",0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,2019-08-06,5,NA,"preprint",0,0,0,1,0,0,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Yeast lines selected for non-quiescence show increased protein content","https://doi.org/10.32942/osf.io/v5d6m",NA,"CC BY-SA 4.0",2019-08-06,2019-08-06,2019-08-06,2021-06-28,1,2019-08-06,"Dominika Wloch-Salamon","Monika Opałek, Agnieszka Marek, Aleksandra Kałdon, Barbara Mickowska, Dominika Wloch-Salamon",5
"686",686,"michael bertram",686,"april robin","martinig",4457,"https://doi.org/10.32942/osf.io/tkxj2","finding fungal ecological strategies: is recycling an option?","amy e zanne","united states of america",1999,"fungi",NA,NA,0,"no","https://doi.org/10.1016/j.funeco.2019.100902","fungal ecology",2019-12-26,"no",10,2,NA,NA,"https://doi.org/10.1016/j.funeco.2019.100902",2019-08-09,6,139,"preprint",0,0,1,0,0,0,"opinion","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1016/j.funeco.2019.100902","Fungal Ecology",TRUE,"hybrid","Finding fungal ecological strategies: Is recycling an option?","https://doi.org/10.32942/osf.io/tkxj2","https://doi.org/10.1016/j.funeco.2019.100902","CC BY-SA 4.0",2019-08-09,2019-08-09,2019-08-09,2021-06-28,2,2019-11-27,"Amy E Zanne","Amy E Zanne, Jeff R Powell, Habacuc Flores Moreno, Toby Kiers, Anouk van ’t Padje, William K Cornwell",6
"687",687,"zoe xirocostas",687,"april robin","martinig",4458,"https://doi.org/10.32942/osf.io/a7f6g","fungal functional ecology: bringing a trait-based approach to plant-associated fungi","amy e zanne","united states of america",1999,"fungi",NA,NA,0,"no","https://doi.org/10.1111/brv.12570","biological reviews",2019-11-25,"no",192,2,NA,NA,"https://doi.org/10.1111/brv.12570",2019-08-09,10,108,"preprint",0,0,1,0,0,0,"reviews and meta-analyses","yes","no","yes","no","yes",NA,"10.1111/brv.12570","Biological Reviews",FALSE,"closed","Fungal functional ecology: Bringing a trait-based approach to plant-associated fungi","https://doi.org/10.32942/osf.io/a7f6g","https://doi.org/10.1111/brv.12570","CC BY-SA 4.0",2019-08-09,2019-08-09,2019-08-09,2021-06-28,2,2019-11-27,"Amy E Zanne","Amy E Zanne, Kessy Abarenkov, Michelle E Afkhami, Carlos A Aguilar-Trigueros, Scott Bates, Jennifer M. Bhatnagar, Posy E. Busby, Natalie Christian, William K Cornwell, Thomas Ward Crowther",10
"688",688,"zoe xirocostas",688,"april robin","martinig",4286,"https://doi.org/10.32942/osf.io/bnugw","unifying individual differences in personality, predictability, and plasticity: a practical guide","rose e o'dea","australia",2014,NA,"https://osf.io/v3qax/files/osfstorage","https://osf.io/v3qax/files/osfstorage",0,"no","https://doi.org/10.1111/2041-210x.13755","methods in ecology and evolution",2021-11-01,"no",36,3,"http://doi.org/10.17605/osf.io/v3qax","http://doi.org/10.17605/osf.io/v3qax","https://doi.org/10.1111/2041-210X.13755",2020-08-23,3,435,"preprint",0,0,0,0,0,0,"methods papers","yes","yes","yes","yes","yes",NA,"10.1111/2041-210x.13755","Methods in Ecology and Evolution",FALSE,"closed","Unifying individual differences in personality, predictability, and plasticity: a practical guide","https://doi.org/10.32942/osf.io/bnugw","https://doi.org/10.1111/2041-210X.13755","CC BY-SA 4.0",2020-08-23,2020-08-23,2020-08-23,2021-09-01,3,2021-09-01,"Rose E O'Dea","Rose E O'Dea, Daniel W.A. Noble, Shinichi Nakagawa",3
"689",689,"zoe xirocostas",689,"april robin","martinig",4287,"https://doi.org/10.32942/osf.io/t6beh","investigating sex differences in genetic relatedness in great-tailed grackles in tempe, arizona to infer potential sex biases in dispersal (version 5 of this preprint has been peer-reviewed and recommended by peer community in ecology [https://doi.org/10.24072/pci.ecology.100074])","dieter lukas","germany",2003,"vertebrates","https://knb.ecoinformatics.org/view/doi:10.5063/f1w66j48","none",0,"yes","https://doi.org/10.26451/abc.09.01.04.2022","animal behavior and cognition",2022-02-01,"no",6,6,"https://github.com/corinalogan/grackles/blob/master/files/preregistrations/gdispersal_manuscript.rmd","https://github.com/corinalogan/grackles/blob/master/files/preregistrations/gdispersal_manuscript.rmd","https://doi.org/10.26451/abc.09.01.04.2022",2020-08-23,6,527,"preprint",0,0,0,0,0,1,"research article","yes","yes","yes","yes","yes",NA,"10.26451/abc.09.01.04.2022","Animal Behavior and Cognition",TRUE,"gold","Investigating sex differences in genetic relatedness in great-tailed grackles in Tempe, Arizona to infer potential sex biases in dispersal (version 5 of this preprint has been peer-reviewed and recommended by Peer Community In Ecology [https://doi.org/10.24072/pci.ecology.100074])","https://doi.org/10.32942/osf.io/t6beh","https://doi.org/10.26451/abc.09.01.04.2022","CC BY-SA 4.0",2020-08-21,2020-08-23,2020-08-23,2021-03-15,6,2023-03-11,"Dieter Lukas","August Sevchik, Corina J Logan, Kelsey McCune, Aaron D Blackwell, Carolyn Rowney, Dieter Lukas",6
"690",690,"zoe xirocostas",690,"april robin","martinig",4284,"https://doi.org/10.32942/osf.io/47tka","removing the bad apples: a simple bioinformatic method to improve loci-recovery in de novo radseq data for non-model organisms","josé cerca","norway",2012,"microorganisms, invertebrates","https://www.ebi.ac.uk/ena/browser/home","none",0,"no","https://doi.org/10.1111/2041-210x.13562","methods in ecology and evolution",2021-01-28,"no",29,1,"see comments","none","https://doi.org/10.1111/2041-210X.13562",2020-08-30,7,151,"preprint",0,0,0,1,1,1,"methods papers","no","no","no","no","yes",NA,"10.1111/2041-210x.13562","Methods in Ecology and Evolution",TRUE,"hybrid","Removing the bad apples: a simple bioinformatic method to improve loci-recovery in de novo RADseq data for non-model organisms","https://doi.org/10.32942/osf.io/47tka","https://doi.org/10.1111/2041-210X.13562","CC BY-SA 4.0",2020-08-28,2020-08-30,2020-08-30,2020-08-30,1,2020-08-28,"José Cerca","José Cerca, Marius F. Maurstad, Nicolas Rochette, Angel Rivera-Colón, Niraj Rayamajhi, Julian Catchen, Torsten Struck",7
"691",691,"zoe xirocostas",691,"april robin","martinig",4282,"https://doi.org/10.32942/osf.io/5whu8","beekeeping in, of, or for the city? a socioecological perspective on urban  apiculture","douglas b sponsler","united states of america",2015,"invertebrates",NA,NA,0,"no","https://doi.org/10.1002/pan3.10206","people and nature",2021-04-02,"no",26,5,NA,NA,"https://doi.org/10.1002/pan3.10206",2020-08-31,2,214,"preprint",0,0,0,0,1,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1002/pan3.10206","People and Nature",TRUE,"green","Beekeeping in, of, or for the city? A socioecological perspective on urban   apiculture","https://doi.org/10.32942/osf.io/5whu8","https://doi.org/10.1002/pan3.10206","CC BY-SA 4.0",2020-08-31,2020-08-31,2020-08-31,2020-08-31,5,2020-08-31,"Douglas B Sponsler","Douglas B Sponsler, Eve Z. Bratman",2
"692",692,"zoe xirocostas",692,"april robin","martinig",4278,"https://doi.org/10.32942/osf.io/9kfp2","urban biodiversity and the importance of scale","kenta uchida","united states of america",2016,"about biodiversity broadly",NA,NA,0,"no","https://doi.org/10.1016/j.tree.2020.10.011","trends in ecology and evolution",2020-11-07,"no",70,2,NA,NA,"https://doi.org/10.1016/j.tree.2020.10.011",2020-09-08,6,60,"preprint",0,0,0,0,0,0,"opinion","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1016/j.tree.2020.10.011","Trends in Ecology &amp; Evolution",TRUE,"hybrid","Urban biodiversity and the importance of scale","https://doi.org/10.32942/osf.io/9kfp2","https://doi.org/10.1016/j.tree.2020.10.011","CC BY-SA 4.0",2020-09-07,2020-09-08,2020-09-08,2020-10-15,2,2020-10-15,"Kenta Uchida","Kenta Uchida, Rachel V. Blakey, Joseph Robert Burger, Daniel S. Cooper, Chase A. Niesner, Daniel T. Blumstein",6
"693",693,"zoe xirocostas",693,"iain","moodie",4484,"https://doi.org/10.32942/osf.io/e2ahg","understanding the evolution of ecological sex differences: integrating character displacement and the darwin-bateman paradigm","stephen de lisle","sweden",2011,"opinion paper with no focal organism",NA,NA,0,"no","https://doi.org/10.1002/evl3.134","evolution letters",2019-10-01,"no",40,1,NA,NA,"https://doi.org/10.1002/evl3.134",2019-05-27,1,127,"preprint",0,0,0,0,0,0,"opinion","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1002/evl3.134","Evolution Letters",TRUE,"gold","Understanding the Evolution of Ecological Sex Differences: Integrating Character Displacement and the Darwin-Bateman Paradigm","https://doi.org/10.32942/osf.io/e2ahg","https://doi.org/10.1002/evl3.134","CC BY-SA 4.0",2019-05-27,2019-05-27,2019-05-27,2019-05-27,1,2019-05-27,"Stephen De Lisle","Stephen De Lisle",1
"694",694,"zoe xirocostas",694,"iain","moodie",4486,"https://doi.org/10.32942/osf.io/e3xnr","phylogenetic comparative methods: learning from trees","luke harmon","united states of america",1999,"book with no focal organism",NA,NA,111,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,2019-05-20,1,NA,"preprint",0,0,0,0,0,0,"book","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Phylogenetic Comparative Methods: Learning From Trees","https://doi.org/10.32942/osf.io/e3xnr",NA,"CC BY-SA 4.0",2019-05-20,2019-05-20,2019-05-20,2019-05-20,1,2019-05-20,"Luke Harmon","Luke Harmon",1
"695",695,"zoe xirocostas",695,"iain","moodie",4483,"https://doi.org/10.32942/osf.io/ds7u2","a future without stocking? the importance of harvest and river regulation for long-term population viability of migratory salmonids","chloé rebecca nater","norway",2016,"vertebrates","none","none",0,"no","https://doi.org/10.3354/cr01644","climate research",2022-01-13,"yes",3,1,"https://doi.org/10.5061/dryad.9cnp5hqf4","https://github.com/chloern/hundertroutipm",NA,2019-05-28,8,961,"preprint",0,0,0,0,0,1,"research article","no","no","yes","yes","yes",NA,NA,NA,NA,NA,"A future without stocking? The importance of harvest and river regulation for long-term population viability of migratory salmonids","https://doi.org/10.32942/osf.io/ds7u2",NA,"CC BY-SA 4.0",2019-05-28,2019-05-28,2019-05-28,2020-07-18,1,2019-05-28,"Chloé Rebecca Nater","Chloé Rebecca Nater, Marlene Wæge Stubberud, Øystein Langangen, Atle Rustadbakken, S. Jannicke Moe, Torbjørn Ergon, Asbjørn Vøllestad, Yngvild Vindenes",8
"696",696,"zoe xirocostas",696,"iain","moodie",4485,"https://doi.org/10.32942/osf.io/9yjw8","beneath the surface: community assembly and functions of the coral skeleton microbiome","heroen verbruggen","australia",2002,"invertebrates",NA,NA,0,"no","https://doi.org/10.1186/s40168-019-0762-y","microbiome",2019-12-12,"no",69,1,NA,NA,"https://doi.org/10.1186/s40168-019-0762-y",2019-05-21,6,205,"preprint",0,0,0,1,1,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1186/s40168-019-0762-y","Microbiome",TRUE,"gold","Beneath the surface: community assembly and functions of the coral skeleton microbiome","https://doi.org/10.32942/osf.io/9yjw8","https://doi.org/10.1186/s40168-019-0762-y","CC BY-SA 4.0",2019-05-21,2019-05-21,2019-05-21,2019-05-23,1,2019-05-21,"Heroen Verbruggen","Francesco Ricci, Vanessa Rossetto Marcelino, Linda Blackall, Michael Kühl, Monica Medina, Heroen Verbruggen",6
"697",697,"shreya dimri",697,"iain","moodie",4496,"https://doi.org/10.32942/osf.io/p9j3f","a protocol for using drones to assist monitoring of large breeding bird colonies","mitchell lyons","australia",2008,"vertebrates",NA,NA,12,"no",NA,NA,NA,NA,NA,3,NA,NA,NA,2019-04-29,7,NA,"preprint",0,0,0,0,0,1,"methods papers","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"A protocol for using drones to assist monitoring of large breeding bird colonies","https://doi.org/10.32942/osf.io/p9j3f",NA,"CC BY-SA 4.0",2019-04-29,2019-04-29,2019-04-29,2019-04-29,3,2019-04-29,"Mitchell Lyons","Mitchell Lyons, Kate Brandis, John Wilshire, Nicholas Murray, Justin McCann, Richard Kingsford, Corey Thomas Callaghan",7
"698",698,"shreya dimri",698,"iain","moodie",4492,"https://doi.org/10.32942/osf.io/5nzd4","heritability and maternal effects on social attention during an attention bias task in a non-human primate, macaca mulatta","emily june bethell","united kingdom",2005,"vertebrates","none","none",4,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,2019-05-02,10,NA,"preprint",0,0,0,0,0,1,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Heritability and maternal effects on social attention during an attention bias task in a non-human primate, Macaca mulatta","https://doi.org/10.32942/osf.io/5nzd4",NA,"CC BY-SA 4.0",2019-05-02,2019-05-02,2019-05-02,2020-07-16,1,2019-05-02,"Emily June Bethell","Emily June Bethell, Caralyn Kemp, Harriet Thatcher, Julia Schroeder, Kevin Arbuckle, David Farningham, Claire Witham, Amanda Holmes, Ann MacLarnon, Stuart Semple",10
"699",699,"shreya dimri",699,"iain","moodie",4493,"https://doi.org/10.32942/osf.io/7rt3u","open access principles and practices benefit conservation","jesse alston","united states of america",2018,"no focal group identified beyond ""wildlife""",NA,NA,0,"no","https://doi.org/10.1111/conl.12672","conservation letters",2019-08-26,"no",12,1,NA,NA,"https://doi.org/10.1111/conl.12672",2019-05-02,1,116,"preprint",0,0,0,0,0,0,"opinion","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1111/conl.12672","Conservation Letters",TRUE,"gold","Open Access Principles and Practices Benefit Conservation","https://doi.org/10.32942/osf.io/7rt3u","https://doi.org/10.1111/conl.12672","CC BY-SA 4.0",2019-05-02,2019-05-02,2019-05-02,2019-05-05,1,2019-05-02,"Jesse Alston","Jesse Alston",1
"700",700,"shreya dimri",700,"iain","moodie",4490,"https://doi.org/10.32942/osf.io/9m2dy","sexual selection in bacteria?","michiel vos","united kingdom",2006,"microorganisms",NA,NA,0,"no","https://doi.org/10.1016/j.tim.2019.07.009","trends in microbiology",2019-09-04,"no",11,1,NA,NA,"https://doi.org/10.1016/j.tim.2019.07.009",2019-05-08,3,119,"preprint",0,0,0,1,0,0,"opinion","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1016/j.tim.2019.07.009","Trends in Microbiology",TRUE,"hybrid","Sexual Selection in Bacteria?","https://doi.org/10.32942/osf.io/9m2dy","https://doi.org/10.1016/j.tim.2019.07.009","CC BY-SA 4.0",2019-05-08,2019-05-08,2019-05-08,2020-07-16,1,2019-05-08,"Michiel Vos","Michiel Vos, Angus Buckling, Bram Kuijper",3
